gene_name,C3L-02168-Tumor,C3N-04162-Tumor,C3L-01663-Tumor,C3N-02300-Tumor,C3L-00568-Tumor,C3L-02627-Tumor,C3L-00965-Tumor,C3N-03424-Tumor,C3L-02625-Tumor,C3L-02619-Tumor,C3N-02289-Tumor,C3L-01884-Tumor,C3N-01025-Tumor,C3L-02963-Tumor,C3L-02546-Tumor,C3L-02552-Tumor,C3N-02288-Tumor,C3N-03425-Tumor,C3N-01020-Tumor,C3N-01194-Tumor,C3L-02964-Tumor,C3N-02675-Tumor,C3N-02339-Tumor,C3L-03272-Tumor,C3N-03875-Tumor,C3N-03848-Tumor,C3L-02650-Tumor,C3N-03486-Tumor,C3L-00904-Tumor,C3L-02646-Tumor,C3N-02375-Tumor,C3N-00211-Tumor,C3N-02374-Tumor,C3N-03877-Tumor,C3L-01606-Tumor,C3L-01000-Tumor,C3L-04391-Tumor,C3L-00445-Tumor,C3L-02130-Tumor,C3N-03441-Tumor,C3N-02575-Tumor,C3N-03092-Tumor,C3N-03051-Tumor,C3N-03093-Tumor,C3L-02127-Tumor,C3L-02669-Tumor,C3L-00081-Tumor,C3L-03963-Tumor,C3N-02425-Tumor,C3N-01892-Tumor,C3N-01893-Tumor,C3N-00555-Tumor,C3N-03882-Tumor,C3L-03962-Tumor,C3L-02665-Tumor,C3L-00927-Tumor,C3L-04014-Tumor,C3N-03880-Tumor,C3N-01846-Tumor,C3N-03076-Tumor,C3N-02426-Tumor,C3L-01838-Tumor,C3L-03961-Tumor,C3L-03965-Tumor,C3N-03072-Tumor,C3N-00221-Tumor,C3N-04127-Tumor,C3L-00923-Tumor,C3L-02649-Tumor,C3L-02891-Tumor,C3N-03851-Tumor,C3N-03886-Tumor,C3N-03662-Tumor,C3N-02434-Tumor,C3N-02435-Tumor,C3L-04013-Tumor,C3N-04124-Tumor,C3L-02660-Tumor,C3L-02648-Tumor,C3N-02283-Tumor,C3L-02968-Tumor,C3L-01285-Tumor,C3L-00603-Tumor,C3L-02969-Tumor,C3L-00415-Tumor,C3L-01455-Tumor,C3L-00993-Tumor,C3N-00497-Tumor,C3L-03678-Tumor,C3N-00247-Tumor,C3L-02349-Tumor,C3N-04155-Tumor,C3L-02163-Tumor,C3L-02629-Tumor,C3N-02285-Tumor,C3N-02252-Tumor,C3N-01411-Tumor,C3N-01028-Tumor,C3L-02358-Tumor,C3N-02284-Tumor,C3L-02170-Tumor,C3L-02164-Tumor,C3N-02523-Tumor,C3L-04071-Tumor,C3N-02494-Tumor,C3L-02951-Tumor,C3N-03204-Tumor,C3N-01017-Tumor
PLEKHA5,36.4637,23.6226,50.0226,26.7912,22.5991,14.3551,38.8845,28.3713,26.113,23.6277,15.2869,24.4032,45.3514,9.3553,36.4756,12.7722,34.0081,32.8849,16.8161,19.055,26.9239,60.1207,28.6075,52.5306,41.9026,12.5832,28.357,32.5882,32.2782,26.0538,20.5191,23.7922,13.937,73.2234,36.9635,24.1432,31.6838,28.1292,22.385,35.9968,21.6889,11.3988,39.9994,24.1146,16.8074,19.0034,43.2814,21.8435,13.4287,23.5647,15.053,17.8162,20.7208,44.0755,10.9949,11.5728,24.3373,23.3042,44.0055,18.3598,26.8484,31.1175,18.0318,41.3208,36.3208,31.146,20.1493,22.0764,11.2545,20.8355,9.3631,28.5277,40.2625,38.408,56.2127,31.4718,43.2078,18.4017,26.4468,42.0429,34.6595,60.4575,21.5499,25.8498,36.8979,11.7806,13.7836,10.3497,20.025,13.2316,26.3959,46.3136,21.6485,18.9288,21.8232,17.929,24.552,17.1668,32.0993,41.9319,12.3409,7.7774,43.9955,29.9188,31.6941,17.6148,71.7276,47.0734
PLEKHA6,0.8767,2.4959,15.593,0.9048,1.0036,2.5938,1.1898,8.2579,2.0696,2.1147,9.3236,0.9285,0.4939,1.0625,1.0607,3.4266,8.8557,5.8202,2.6244,0.2344,1.654,3.0097,2.9118,1.6672,0.9419,3.0983,2.2306,7.0011,2.5946,2.1604,1.4498,3.2882,2.5179,3.6359,2.0738,5.2199,1.2542,1.5846,3.4748,1.4257,1.2605,2.5922,2.0031,4.6681,2.5336,4.3819,0.6815,2.7137,2.2625,3.1951,3.5851,0.57,3.9559,5.3278,27.6135,6.2681,7.2656,0.2606,6.6995,18.3123,4.2706,0.917,1.1674,2.1787,0.3748,1.7416,1.3742,1.3538,28.686,2.5667,3.8742,23.3044,1.1438,0.7436,11.1421,24.6459,1.2987,3.4235,7.5711,6.8047,1.0507,1.8037,6.7417,1.4849,5.5617,3.0986,1.181,2.3851,5.5043,4.0692,17.7715,1.1985,1.2818,14.0714,3.5986,2.9764,1.5368,2.2991,0.5099,3.4379,2.6978,1.905,2.0205,1.8246,0.6971,1.3123,4.2714,2.9369
PLEKHA7,13.2645,11.538,12.5473,13.3339,9.9859,20.7956,13.1803,13.0092,10.342,16.2802,6.1908,7.7772,21.2118,4.1826,7.2067,5.8433,37.2346,11.8156,5.6755,12.0264,10.5475,25.6704,6.3872,15.1718,8.5503,14.7358,10.4807,13.5842,11.4108,4.7506,11.2524,7.821,13.4611,15.2721,7.4573,17.9382,4.3724,5.363,5.6748,11.467,22.9078,19.6839,21.2434,7.9975,11.7944,7.9745,7.1308,13.7462,12.2719,4.5055,11.7852,10.6468,16.4019,8.6799,20.1564,20.9048,6.4677,3.3083,12.2867,4.5735,7.2895,8.5388,11.8747,11.8736,29.2568,25.3132,8.9658,9.5265,8.3464,11.4175,3.6109,44.7455,21.4387,10.3241,23.4787,30.464,17.6043,11.019,14.1402,7.0878,13.1314,12.0349,11.0137,9.859,22.9649,8.4635,6.0621,5.2898,15.2146,21.6377,12.4483,17.6494,5.787,16.3184,11.2456,10.1166,15.613,8.8413,7.2037,16.827,5.9525,6.0053,21.3121,7.732,8.1243,7.9555,8.6669,27.9273
PLEKHA8,16.1604,18.1926,13.6545,10.2245,16.8166,7.6759,20.5981,7.7507,7.5955,11.8541,12.5673,14.417,23.3822,7.706,8.7479,6.1568,22.5339,22.4634,9.9216,9.4113,8.1316,9.9089,12.7013,13.7887,10.714,9.3711,7.4298,7.3809,12.6403,20.2027,6.2618,8.1574,6.8667,22.9811,13.2938,7.9803,9.0629,17.1415,5.4622,12.6523,9.8509,12.9523,14.8225,13.6118,10.3464,16.1489,16.9335,12.8217,5.0419,8.8043,11.6676,15.2968,10.5814,21.0842,10.0626,11.9422,9.9638,15.2567,21.7226,12.4483,9.0163,9.9611,10.8268,13.7368,13.0245,16.0175,9.0303,8.2319,15.4634,11.881,27.6418,23.0568,18.8095,22.0064,10.821,28.0158,16.405,11.8881,10.3009,13.379,10.7876,16.459,13.2791,13.5153,13.7093,6.5689,8.0971,7.3737,11.6272,8.6896,8.0986,14.4452,18.9142,13.3748,7.8418,9.5653,16.4196,10.5623,8.7839,16.0603,5.5161,4.6156,19.5327,11.2416,9.6873,5.6245,9.0411,13.267
PLEKHB1,0.6201,2.1257,8.1504,1.3733,1.55,0.8986,1.8567,4.5585,0.9242,2.027,9.3296,1.5064,0.6528,1.3865,1.7333,2.3409,3.0505,1.9666,7.991,0.8007,2.4282,4.6437,1.3206,1.6855,0.9881,3.5311,5.2128,17.2419,1.2212,6.0042,1.1266,0.876,1.6429,8.1611,1.211,8.2131,0.6587,2.0734,2.1243,3.9982,1.317,8.8571,2.421,1.8412,1.0059,0.9869,1.4726,3.9269,0.5878,2.5527,2.753,1.9993,1.3618,3.1244,1.5775,0.6824,2.3859,0.6066,6.9992,3.2782,2.814,1.1966,2.6271,5.5902,0.8384,0.3264,1.7028,3.8584,47.5201,4.928,5.2014,17.6097,0.6433,2.5211,6.0919,18.7706,1.3522,4.7353,5.6492,5.7701,2.4196,0.5657,9.2218,1.6396,4.6152,4.5181,1.3401,2.8455,2.5938,2.9999,8.8433,1.5007,0.6961,4.0144,3.9114,4.5818,0.6989,2.3623,0.9357,10.1073,4.878,2.9258,1.5235,2.947,1.3266,1.838,9.0099,4.7413
PLEKHB2,74.9226,55.1118,76.7749,57.9583,56.7711,73.8046,42.9527,54.6131,44.573,39.8307,52.0066,68.8162,55.4512,32.7708,42.6093,42.5722,79.1096,74.6934,58.8587,41.1581,63.3607,77.5089,55.5499,55.2303,65.5334,49.1217,61.8064,57.679,63.7446,58.4731,48.4625,78.402,61.4978,47.1202,53.5614,54.636,59.0069,56.8299,41.0892,87.3163,37.1583,75.3198,54.7674,65.8221,44.1499,81.1897,72.4151,53.4709,34.4355,60.6108,79.3704,55.2431,47.5447,57.6419,88.9395,76.2581,71.5638,53.8189,87.9461,75.3079,54.0456,52.8175,71.2686,57.52,39.1318,60.7052,57.4949,44.6494,96.5429,55.6579,63.992,99.2196,56.3964,56.3208,54.0003,52.2254,54.8981,65.3001,56.648,43.3343,50.816,76.3459,54.9863,55.6698,62.5806,41.5444,55.9423,29.6183,63.812,49.9631,67.1815,61.0621,67.0871,57.5793,64.9304,61.2952,61.8899,53.9009,50.4812,76.1387,40.5649,36.1627,76.2517,58.7597,33.1918,40.9155,105.1555,69.2801
PLEKHD1,0.7204,1.9199,0.1584,0.1095,0.2855,0.1825,0.506,0.263,0.6787,0.156,0.2336,0.3092,1.7516,0.0559,0.1799,0.064,3.2941,0.2376,0.3032,0.2915,0.2203,0.2006,0.2329,7.3738,0.2203,0.7332,0.2782,1.3259,0.1299,0.401,5.6993,0.0619,0.2023,2.5055,0.1767,2.482,0.1277,1.2632,0.3206,0.1962,0.8735,0.1463,0.3206,0.2493,0.8551,0.3717,0.1478,0.5554,0.3914,0.4666,0.0824,2.7726,0.4067,1.3505,0.3368,0.0796,0.209,0.8484,1.1012,0.1831,0.4034,0.0875,0.644,0.3862,0.2394,1.2962,0.2255,0.2259,0.1258,0.4265,0.0919,0.4971,0.8152,0.2929,0.1665,2.1151,1.2302,0.3091,0.0913,0.7638,0.1884,0.1545,0.3186,0.3996,0.483,0.3279,0.381,0.1862,0.3525,0.1733,0.5265,0.7777,1.6611,0.1131,0.3198,0.3746,0.1666,0.3461,0.1615,0.1125,0.0682,0.1943,0.1875,0.1286,0.5388,0.1754,0.0644,2.347
PLEKHF1,6.0055,4.4431,22.438,11.1307,12.9612,12.0885,8.6354,10.9304,9.3214,6.0002,17.3114,6.116,3.6922,7.6599,8.4639,35.0522,8.1074,15.0302,14.3263,7.4409,13.5672,29.4214,31.1845,2.6944,4.6046,19.9188,12.6486,10.7517,63.7493,6.3802,5.4183,12.2633,10.6552,7.8676,3.9176,19.8101,20.5022,8.3952,4.7275,5.4723,3.0776,16.6928,9.349,17.8952,23.8032,13.5204,11.4914,6.6233,38.2033,16.4394,35.9067,7.2084,3.6111,6.9789,46.5681,16.8938,10.1095,6.7775,7.9664,7.1907,34.3258,14.0252,5.4392,5.4125,5.0619,10.1204,11.4958,15.9461,9.0893,6.2176,8.3822,6.046,6.0765,3.9612,9.6822,4.2177,7.0437,10.8457,11.9339,6.8588,10.4744,3.1824,15.6047,14.0143,8.418,24.8607,4.8906,19.5919,9.2514,16.8208,8.1831,3.5177,5.3859,18.4924,6.579,11.3123,5.0877,6.5473,7.6995,7.761,9.1505,8.0517,7.5979,41.7906,4.7192,11.3373,11.015,5.1737
PLEKHF2,30.7128,40.2089,59.9932,32.2681,22.6147,64.8949,24.0997,40.6743,28.7624,34.6074,14.6979,54.088,23.5407,23.4019,33.0813,20.9313,23.6813,58.1733,51.7523,19.7275,52.3922,34.1681,26.2563,25.7765,53.326,31.1259,31.9896,40.1251,63.8805,28.4262,36.0534,44.5932,35.9125,51.3751,51.5166,55.1372,44.5605,30.0805,19.9008,47.8625,49.6497,25.709,36.8428,24.4537,41.5616,37.4877,59.1481,20.4076,39.3846,20.8081,30.8225,30.4122,80.8174,47.27,34.7399,55.3595,41.0094,21.5,25.3285,40.5311,25.9689,42.6686,42.0211,32.1935,58.5854,31.9603,48.9926,48.7248,20.9089,36.3566,25.2068,29.984,36.3098,27.3518,41.432,48.9729,29.7771,23.5848,49.3576,41.8572,29.2374,52.5785,22.6358,34.12,62.5141,22.4583,48.2327,30.2512,31.3636,23.7808,35.2567,56.9259,32.6327,28.8859,31.6967,41.3089,56.9745,48.0319,83.6291,50.3486,21.9926,14.3857,35.4197,37.4575,26.0004,19.0829,62.752,44.5128
PLEKHG1,26.9097,16.4687,30.3653,32.6897,24.4947,14.3543,10.6065,11.105,22.3376,9.3661,11.6977,13.1746,20.6238,10.9535,18.6434,15.9017,20.8211,12.3082,28.5731,8.998,14.3018,30.7389,28.2042,25.9154,9.6439,15.1231,15.2818,28.2021,13.4137,25.7139,19.0251,18.9444,10.7876,40.4262,16.494,13.0861,12.4393,19.4602,15.4519,24.6702,10.777,10.1938,18.0079,14.2965,21.5689,18.0321,19.3934,14.0883,6.4913,17.0989,13.6461,12.8417,12.6998,14.9117,6.1896,4.989,10.8507,12.1831,17.2496,22.7613,17.8719,25.6382,17.5951,16.4669,31.8663,25.2283,10.6672,14.9102,16.791,22.1289,4.1253,26.2623,46.6389,12.6604,46.3909,63.395,30.6708,20.7064,11.8196,20.8996,16.1038,11.8156,12.514,28.7279,22.2996,12.3031,4.4259,12.5956,4.9719,12.3185,15.5755,27.8737,13.4829,22.4072,32.741,15.5729,27.0906,18.3058,26.238,43.1238,10.6747,13.7258,34.8814,22.4946,13.7984,13.148,27.1282,25.5229
PLEKHG2,9.6062,7.8807,10.549,12.3278,14.0738,9.7093,5.4289,7.2148,6.8712,10.1607,9.62,11.4746,6.8617,8.8492,8.8436,10.2528,15.4241,12.2198,11.6025,6.0552,12.385,12.808,14.8477,9.7418,3.6844,11.1821,11.5426,4.9475,6.9651,6.0772,6.3201,11.1977,13.7233,9.0055,8.9066,7.4238,8.6273,16.1277,6.2855,8.5527,2.6252,15.6865,12.2608,24.5388,29.7109,10.0792,8.4842,10.2739,10.0003,11.5268,10.0691,3.3414,3.6268,8.088,13.8038,19.2111,9.3922,4.745,13.2979,7.9478,13.9469,8.9101,8.5885,7.2742,13.5969,16.138,5.5755,4.3244,3.9279,7.5842,5.0337,23.4599,19.2031,8.523,14.8239,29.822,11.6586,14.2421,7.7925,23.5054,10.4963,4.1379,11.6596,17.6639,4.4893,6.6977,5.6807,5.5775,11.8334,7.214,3.8834,30.3928,9.6845,13.9154,8.5306,9.7115,4.5628,10.8494,9.3502,3.056,11.0915,8.4343,11.3004,17.0708,4.3415,8.2504,4.9899,8.0819
PLEKHG3,23.3386,24.3154,11.0372,27.9715,13.9285,38.3348,29.2822,10.9528,11.1975,34.2055,13.3239,52.7834,24.4683,6.6387,23.1042,11.1745,35.409,32.2488,14.0471,19.0624,22.549,29.5404,32.0911,25.8518,52.8699,22.0369,30.5605,13.4397,16.9692,18.3367,18.6721,35.4878,55.4151,10.2523,16.2221,7.7918,27.423,23.1671,12.8317,16.23,41.6358,7.9122,35.2077,18.0831,47.1899,15.3964,19.4371,6.9116,31.141,29.0184,27.268,20.2715,22.1152,28.1833,11.9197,40.0665,7.7287,8.972,15.345,7.5745,26.1872,16.3811,15.5693,10.872,26.0903,37.448,16.1567,14.4114,10.6322,9.4724,3.6612,17.4343,29.0425,21.6121,34.8069,13.045,13.0601,8.3345,31.244,22.4487,23.5786,19.8118,11.4164,15.4404,20.7096,14.6518,21.7563,8.7636,29.0469,8.0562,10.1071,32.0702,35.3693,13.9422,16.644,10.2769,39.3016,18.6301,21.5546,31.6936,6.0264,5.2058,23.4666,13.2254,13.2764,25.6604,13.4675,18.0456
PLEKHG4,9.5717,12.3643,23.3963,9.2706,8.6143,7.4507,23.1989,2.3079,11.718,6.4349,3.8887,17.4047,17.2408,6.3758,3.0196,2.6049,21.806,16.1373,13.271,1.7484,7.4194,8.888,4.5972,27.6656,29.8851,2.9207,3.3517,43.8449,5.2196,39.2503,3.7343,1.2648,5.2239,19.5655,11.6539,4.9505,23.0266,34.951,5.0247,7.072,28.7516,8.3068,13.9858,17.6501,13.3227,19.2788,29.1204,12.4384,13.8481,15.819,8.3975,59.8586,20.4284,52.5812,14.7214,26.3812,34.579,12.8543,20.9047,15.3702,4.1453,2.5374,5.9228,8.3701,13.0518,8.2434,4.7845,7.6719,25.4841,10.6914,11.2958,9.0546,9.5277,22.4298,26.0644,29.5349,20.5229,25.7289,14.0414,46.5201,22.5676,52.7879,20.3955,11.7595,7.5383,5.8943,11.4873,5.5621,22.8735,3.3773,33.9312,9.545,45.4463,4.1353,23.7202,12.0121,10.5443,2.6671,6.1307,25.5814,4.18,3.9096,12.7938,5.6969,13.5743,12.9317,21.3857,19.0836
PLEKHG4B,6.8335,2.1503,3.7656,7.7999,0.5079,11.6009,5.0545,1.0546,1.8119,5.5065,5.9046,1.1536,4.4968,1.0736,1.8116,1.573,14.734,0.6286,0.4721,0.2281,1.9476,3.7842,6.3659,4.9066,1.7069,1.2682,3.176,2.0819,2.9541,11.4052,1.4805,1.7793,4.4457,8.4619,1.3154,13.0935,3.7578,7.1318,4.7441,2.4576,1.1065,7.7984,2.7467,4.3489,13.4188,8.0175,6.3466,3.6271,2.3517,10.2225,2.4699,0.4546,2.6435,14.2385,0.105,12.3398,7.0369,0.5112,9.8462,4.2304,7.6784,3.1857,1.6024,8.8094,2.623,15.1188,1.3177,5.5138,11.1924,0.3766,1.2298,30.998,14.4939,3.9704,20.6625,10.2489,1.9721,0.6976,0.6278,21.3648,7.4015,9.9669,12.3588,0.9616,2.2677,6.302,4.4308,0.2188,3.3513,0.5178,0.2232,1.3304,14.2289,2.691,1.8396,0.9119,0.2535,1.1697,19.4864,3.7477,1.759,1.5621,2.1512,0.5708,0.1077,2.4427,1.1528,12.2915
PLEKHG5,8.7088,29.6183,9.1651,22.5498,10.2692,17.2585,19.0455,7.2077,11.0853,19.8521,13.3272,18.2163,13.7526,3.4229,7.7364,5.8041,19.8616,18.0165,10.3793,5.2022,26.4228,15.1106,19.2824,12.2443,9.729,4.2688,18.429,12.7311,18.3388,16.7005,16.6965,21.7087,22.4028,9.549,18.6474,9.6474,11.0743,18.0941,7.6523,8.0263,18.2262,7.6991,14.7315,13.2784,43.1815,15.6231,12.1628,7.5692,26.66,14.7382,13.6903,28.9225,9.1263,29.4173,9.9548,41.2617,9.5395,8.1104,10.395,12.9115,8.8192,16.3171,7.4969,7.1945,10.9586,20.7403,7.5835,10.4214,16.1507,8.5633,5.287,36.7544,14.2411,8.3841,34.1664,58.0887,14.7993,13.6386,21.5309,23.5233,14.3518,6.0497,24.9489,9.7435,8.8818,8.3815,17.3971,10.3003,19.3868,2.4006,12.6576,15.5583,25.9245,6.4021,16.4286,8.684,9.8666,9.1886,29.6176,27.3126,8.2528,5.6647,25.5379,6.5516,11.4407,14.586,8.0514,9.0637
PLEKHG6,14.8119,10.6236,12.9423,10.9831,8.244,13.6663,12.0511,12.1895,24.3059,22.6819,7.9472,5.5366,9.5078,5.1119,3.6945,2.5115,32.4455,18.3163,32.6073,6.4336,13.1217,26.8061,23.9654,16.2994,24.2248,4.9324,18.9345,34.9604,18.0249,19.1489,15.6876,17.5232,12.7504,39.825,7.8212,5.3507,2.6002,14.2107,6.1723,4.5988,22.0071,6.2233,16.5923,6.3566,15.5763,11.3453,19.9006,3.4713,30.5167,12.5794,21.2907,12.3434,6.4159,25.6681,15.5032,14.4935,17.8772,11.0958,23.6913,11.2224,16.7148,10.0876,10.6203,7.8248,18.1129,20.7035,4.3152,5.1039,19.0144,7.01,7.5419,20.7879,23.869,29.359,15.1035,13.8279,13.3614,8.4698,12.8057,22.1055,19.5347,7.0476,49.0531,10.7701,14.541,6.4003,3.5046,25.3597,6.3075,3.1743,11.8845,20.1945,25.6949,4.6486,19.6467,19.0527,7.9343,2.5623,19.539,10.0539,3.7312,2.6111,10.6385,6.4992,4.1551,5.2439,43.1139,23.654
PLEKHG7,0.2193,0.9501,5.6897,1.1029,0.6716,3.9748,0.5449,9.6656,2.9362,4.0402,4.4123,17.4074,0.5155,0.9458,5.5765,1.9182,0.8591,4.3059,6.0545,4.559,2.3572,5.2046,1.9293,0.5318,2.0435,2.9622,7.0472,27.6589,3.7442,0.8191,2.1038,1.1005,2.8575,1.1019,4.773,3.6128,0.4895,1.1537,2.475,2.7956,0.3676,2.1918,7.8144,2.4242,0.2668,1.5146,0.0263,2.253,0.3222,0.8196,1.8131,1.7724,3.3605,0.2247,1.1483,2.9039,1.34,0.9331,7.2672,16.3178,0.9818,2.8755,4.1728,2.7172,0.2789,0.0827,3.1622,12.6029,1.6043,17.9753,0.149,13.6113,0.5871,0.0889,30.275,11.8224,1.3436,1.9934,7.9423,0.0615,1.0631,0.6972,1.8161,1.5075,15.1364,5.2688,3.3036,1.13,4.2483,2.8319,6.9008,0.9182,0.5514,4.1934,3.4251,0.9684,2.5417,2.6832,3.2375,13.7265,2.0079,3.145,3.6277,4.4085,1.2971,4.774,8.0221,2.4337
PLEKHH1,0.657,4.7997,3.8992,2.2102,0.5501,6.2296,8.8221,5.9526,8.559,3.8591,2.5036,7.5492,1.1268,0.6828,3.3452,1.5931,8.5001,8.7894,2.427,4.4795,4.2994,8.9121,5.3595,6.9681,1.7897,2.3084,2.8671,3.9072,0.9979,7.879,3.2094,1.7351,7.6201,7.9797,0.7693,2.7159,2.0119,1.8969,2.1442,1.2103,3.4177,1.7919,9.7888,5.6851,3.112,2.338,1.4759,2.7075,5.0378,3.3209,2.7884,3.7642,10.7901,12.1759,3.3292,4.4982,3.1259,6.3941,7.5162,1.2913,2.6621,1.0467,3.0523,4.5947,1.4085,7.187,2.6309,3.8283,0.6251,2.6829,3.448,13.323,1.8054,3.0549,7.5343,5.7097,2.5216,1.175,4.2462,8.8872,2.9578,2.6038,4.503,6.4917,7.746,2.8041,4.2636,1.1043,7.2446,2.1502,2.271,5.0059,7.3802,2.2715,2.5534,13.2377,5.3295,5.1289,0.6323,9.1372,1.4731,0.8268,1.29,4.5929,0.9325,3.2132,2.8465,1.755
PLEKHH2,16.6286,6.7625,11.4668,10.7814,11.7457,18.4028,7.6931,21.047,12.3975,21.2371,9.686,55.7821,5.3706,7.2722,19.3876,14.8271,14.2534,18.1987,6.5101,7.4833,10.9468,20.5528,6.4586,14.5685,5.7405,15.7445,9.2507,2.3347,9.943,10.5315,2.4501,10.5753,14.0865,11.2607,10.765,22.2916,13.76,15.3004,16.5959,11.2572,6.2546,13.4377,17.8414,6.7888,7.6754,9.5457,20.8617,18.3355,6.977,12.1121,13.8455,2.2962,11.5696,7.0533,3.9373,2.6693,14.8181,3.9848,51.8867,5.9516,10.7461,15.3507,12.5598,52.8721,11.9694,5.3347,9.6608,16.0944,17.485,17.6371,4.7653,31.3413,22.8287,4.2702,18.6319,7.7494,11.5867,21.2842,26.4212,5.5172,8.329,7.4261,12.7315,19.3001,9.4316,9.3785,9.4428,11.2234,12.0532,10.7584,11.8976,17.7823,16.5562,29.2471,12.8753,19.5705,53.8725,10.7245,34.6208,2.0225,21.2347,8.8487,9.8283,17.2605,10.5438,13.2499,5.2918,7.7483
PLEKHH3,9.1532,25.51,11.9368,13.1687,10.1997,11.1368,13.616,12.7416,14.1856,24.0622,12.483,28.0345,12.9201,7.8428,9.8598,7.5562,20.1077,23.8895,10.7777,15.3837,17.086,22.7078,22.8801,15.6721,13.1318,9.0748,8.7402,22.567,23.5725,11.6983,14.5731,16.7678,22.3487,11.0301,9.8274,7.4061,12.2078,15.5474,15.5628,7.6479,13.4066,12.8743,15.0814,10.0502,16.4102,13.122,12.9712,6.3738,13.9826,15.2211,20.1838,12.9333,10.4624,11.4048,12.5458,27.7829,9.9301,4.9844,20.7364,17.5107,14.06,10.7415,8.7491,10.9207,7.5886,28.5189,10.7596,10.0974,18.0467,9.3755,19.913,22.8715,13.6379,16.9105,22.8012,33.1498,10.7398,10.5519,16.0982,10.4678,23.0557,8.4947,10.4919,7.792,8.7822,6.0452,25.5782,9.5686,35.6566,5.3653,14.3768,13.8543,25.3371,11.9143,27.0079,13.8016,21.4084,14.2654,18.1949,37.4578,6.0558,5.4226,18.4291,6.8667,5.6967,14.9881,9.7033,13.9189
PLEKHJ1,12.6076,13.4569,10.644,24.4138,12.3003,16.7602,30.6003,10.6169,8.291,15.9184,10.7536,22.0024,10.404,6.9037,10.1228,8.8899,17.617,12.2347,17.6034,14.1034,13.2493,22.4382,17.1624,20.6358,10.2162,8.9606,11.0365,25.9805,4.9712,28.7487,17.5753,17.2067,12.7428,15.0389,16.466,14.5934,7.694,14.8448,8.416,13.3935,22.9663,17.5312,17.5827,16.1328,24.3444,18.3691,9.7118,12.3913,11.3997,17.8241,10.9533,15.9548,13.4408,30.8279,12.2732,21.6035,15.8149,8.9708,18.869,16.2319,13.437,10.8421,12.0748,27.1316,8.9682,14.9114,10.6048,12.9503,15.306,8.5535,16.0886,20.9208,14.017,22.9016,11.5044,30.7672,15.8768,10.4618,11.8144,19.7726,15.7547,26.501,13.0977,13.268,15.8575,8.1739,13.5153,7.9854,18.3951,10.4551,15.3573,22.539,18.9038,15.533,13.3501,15.5435,22.9424,13.0237,14.675,32.9996,9.5088,8.649,22.2929,13.6387,13.456,11.5104,18.0884,19.1765
PLEKHM1,17.6745,22.2267,12.1016,7.4949,11.0162,6.8336,9.5977,8.2496,12.4184,17.2823,11.5534,11.7141,32.1765,6.7925,6.0653,5.697,69.8914,12.6447,12.2844,9.912,10.4799,22.4217,9.2284,28.9413,7.6939,9.9744,11.2059,12.2225,9.7561,19.3434,15.0399,8.9464,20.5622,13.7868,5.2216,6.4883,8.302,22.6331,8.2884,10.8529,14.821,11.317,7.7047,13.8718,23.8725,12.5975,14.9021,14.8081,31.3223,16.7604,12.2922,9.7849,36.4429,27.0245,7.6356,14.1035,12.0143,9.1266,24.5945,7.4417,11.6211,8.1003,23.072,24.7252,9.561,32.7066,7.7793,6.1183,10.6885,9.5636,4.5994,14.2744,24.5693,15.0317,12.8627,7.5623,17.3192,12.7514,8.4543,8.1608,42.042,6.7951,5.5697,16.8189,8.547,6.2654,9.869,6.7794,22.1303,8.2763,13.6136,13.0132,46.5224,11.5255,12.3216,17.292,13.6205,14.2906,6.7321,22.7848,7.5497,7.7573,14.6515,11.5058,13.3454,10.2695,10.0308,19.6003
PLEKHM2,40.8171,53.8694,48.7392,50.494,42.1321,35.9399,28.8792,37.8497,30.7418,60.7499,52.7359,40.5432,37.1829,25.6085,26.8883,35.0133,61.8227,52.3956,57.2303,34.1736,59.8612,64.9846,54.3682,60.3378,32.0667,39.4716,37.0961,33.5475,46.8636,43.5354,46.7445,35.5541,54.5793,36.4366,37.9983,33.3155,40.1386,57.1673,33.4301,47.2618,66.5417,50.7129,31.6683,53.8672,68.3078,42.1392,38.8023,40.1225,61.0505,79.7063,45.3311,41.3353,24.7253,71.6933,48.4743,94.4458,66.0218,35.2397,78.1504,34.9153,75.7906,42.2086,30.4949,41.0727,33.9534,61.6378,34.16,34.6044,35.1741,43.1452,40.4421,70.6093,46.3679,34.3321,55.8247,59.0918,44.9632,46.6922,36.3338,50.9155,40.148,31.4004,57.3504,35.2517,30.1205,33.4852,38.5262,28.1825,69.4256,33.081,38.6002,63.2944,60.536,43.5559,57.4836,46.5159,27.3566,40.534,38.1291,62.5711,34.7782,32.2752,55.9157,37.3388,28.6452,53.3241,39.0253,42.1494
