gene_name,BH-A0E9,AN-A04A,AN-A0AJ,AR-A1AV,A2-A0EX,BH-A18N,AO-A126,A2-A0EY,AR-A1AW,C8-A135,AO-A12B,C8-A134,A2-A0SW,AN-A0AL,AR-A1AP,C8-A130,C8-A12U,C8-A12T,C8-A131,AO-A12F,AN-A0AM,AR-A1AS,AO-A12D,C8-A12V,D8-A142,AO-A12E,A2-A0T3,AR-A0TT,A8-A076,A2-A0YC,A2-A0CM,AO-A0J9,AN-A0FL,AO-A0JM,A7-A0CE,A8-A08Z,AR-A0TV,AO-A0JL,AN-A0FK,A2-A0YD,AR-A0TR,E2-A15A,A7-A13F,BH-A0AV,A2-A0T6,A2-A0YG,E2-A154,AR-A0U4,A2-A0YF,AO-A0JJ,BH-A0BV,AO-A03O,E2-A158,A8-A06Z,A8-A06N,AO-A0JE,BH-A0C1,A2-A0YM,A8-A079,AO-A0J6,A7-A0CJ,AR-A0TX,A8-A09G,AO-A0JC,BH-A0C7,A2-A0EQ,C8-A12Z,BH-A18Q,C8-A12L,BH-A0E1,BH-A0DD,A2-A0D2,C8-A138,A2-A0EV,BH-A0DG,BH-A18U,A2-A0SX
Z82206.1,0,0.1895,1.0871,0.4811,0.2734,0.2138,0.2827,0.1823,0.7176,0.1974,0.4739,0.406,0.2879,0.9255,0.1995,0.473,0.3583,0.1134,0.3636,1.2731,0.3369,0.0667,0.2372,0.8807,0.1496,0.1672,0.5652,0.8961,0.2014,0.4036,0.4232,0.284,0.0765,0.0723,0.0859,0.9471,0.2661,0.8546,0.4254,0.154,0.2382,0.60165,0.316,0.2762,0.5148,0.198,0.4345,0.199,0.1562,0.3617,0.0561,0.9418,0.4948,0.1129,0.0346,0.1353,1.0999,0.3324,0.1499,0.2736,0,0.3154,0.2572,2.5154,0.2453,0.3098,0.1789,0.4961,0.0511,0.1078,0.232,0.2935,0.6271,0.1373,0.0516,0.1384,0.3552
Z83844.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z83844.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z84488.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z84492.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z98752.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZACN,0.0473,0,0.0618,0.0886,0.0336,0.0656,0,0.028,0.1049,0,0,0.0288,0.0785,0.0541,0.0204,0.0121,0.2828,0.0348,0.014,0.071,0.2068,0.0205,0.0291,0.1423,0.0367,0.0308,0.6072,0.0724,0.1237,0.0619,0.2227,0.0291,0.0587,0.0222,0.0791,0.0808,0.0953,0,0.029,0.0158,0.2779,0.086,0.0162,0.0424,0.0575,0.0304,0.1556,0.0611,0,0.0278,0.0517,0.0619,0.0633,0.0606,0.1169,0.0277,0,0.0729,0.1151,0.084,0.0153,0.083,0.0564,0.3496,0.1129,0.1664,0.0183,0.0761,0.0784,0.0331,0.0356,0.0451,0.0898,0.0983,0.3646,0.0425,0.0485
ZADH2,34.3705,15.2213,15.3663,22.8593,21.5525,65.4998,12.4235,10.5032,38.2827,8.9385,23.1888,9.2783,9.9503,9.0372,14.5003,12.1625,21.9969,14.8101,15.6207,7.8719,9.9444,24.5264,8.251,12.4443,10.1995,14.1183,23.0143,17.5207,11.7469,26.9112,16.3514,13.7289,10.1994,22.4966,17.785,25.3521,24.9902,7.4931,22.3495,21.8837,91.1577,14.6705,11.7005,18.0481,32.1065,20.6759,18.6803,23.6369,38.2628,20.3126,26.4505,34.2719,25.7744,16.6591,13.1303,13.7294,33.6323,30.1669,33.6788,7.8479,50.0383,15.7271,12.189,24.3845,17.2814,31.6557,13.2106,21.4591,19.4182,22.6115,44.0475,31.1057,8.5375,14.9991,25.9488,7.4553,12.9066
ZAN,0.3445,0.0113,0.096,0.2007,0.0407,0.008,0.1204,0.0339,0.0509,0,0.0078,0.014,0.0238,0,0.1486,0.0235,0.061,0,0.0068,0.0287,0.0614,0.1492,0.0071,0,0.0178,0.0349,0.007,0.007,0.2461,0.0662,0.045,0,0,0.0754,0.0064,0.5096,0,0.1834,0.007,0.0688,0.0213,0.03755,0.3688,0.2195,0.265,0.1327,0.1834,0,0.0058,0.0067,0,0.01,0.4608,0.0084,0.098,0.0067,0.0078,0.0142,0.0056,0.0091,0.0297,0.4364,0.0493,0.0071,0.0122,0.0115,0.2222,0,0.0152,0,0.5619,0.0073,0.598,0.0682,0.0077,0.055,0
ZAP70,3.9321,0.6491,5.7669,1.0985,1.4047,0.5687,2.3267,5.2138,21.3688,2.0621,0.5328,4.4407,4.6064,3.4193,2.9336,3.0374,4.011,0.9565,1.2618,1.8418,2.7781,0.2598,7.4717,21.2407,2.5932,0.7811,1.6986,20.3757,1.547,1.8327,8.2514,2.3699,0.1687,0.882,0.6578,2.239,5.3043,0.6652,0.6745,3.622,3.0042,9.34845,0.2459,0.3105,4.0558,1.22,0.3194,2.2458,0.5371,4.4937,2.8549,4.259,28.7028,0.1318,0.7009,5.4768,3.1666,2.4765,1.0116,3.2342,1.2031,9.9266,5.8352,86.9405,1.9729,11.275,0.2166,5.2297,1.6031,0.4475,2.5589,4.1638,4.4257,2.4108,3.8591,1.185,12.8918
ZAR1,0,0,0.0365,0,0,0,0,0.0413,0,0,0,0.1131,0,0,0,0,0,0,0.0823,0,0.0339,0.0604,0.1718,0,0.0271,0,0,0,0,0.0365,0.1642,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0,0,0,0,0,0,0.0508,0,0,0,0,0,0.1423,0.043,0,0,0.0451,0,0,0,0,0,0.054,0,0.2312,0,0,0,0,0,0,0,0.0357
ZAR1L,0.0429,0.0316,0,0.1205,0,0,0,0.1141,0.057,0,0,0.1564,0.0267,0.0736,0.0555,0.0658,0.3418,0,0,0.1932,0,0,0.0396,0.1161,0.0499,0,0.0393,0.0394,0,0.0337,0.0505,0.0197,0.0319,0,0,0,0.037,0,0.1183,0,0,0.0546,0.0879,0.0768,0,0.1239,0,0.083,0.0326,0,0.0937,0.0561,6.2627,0.0236,0.0578,0.0376,0,0.2378,0.0313,0.1522,0.1664,0.1128,0,0,0.0341,0.1939,0.0498,0,0,0,0.0484,0.0408,0.1047,0,0.0862,0,0.1317
ZBBX,0.1488,0.011,2.4836,0.0279,0,0.0155,0.3158,0.6598,0,0.0143,0.0457,0.009,0.0093,0.0255,2.2341,0,0.4744,0,0,0,0.0217,0,0,0,0.0087,0,0,0,0.1633,0.0584,0,0.281,0,0.0628,0.0249,2.5904,0.0514,0,0.0137,0,0.0276,0.01265,0,0.04,0.0542,0.301,5.6619,0.1441,0.2941,0.0393,0.0813,0.3117,0,0.7191,0.1504,0.0131,0.0152,0.0963,0.0217,0.0088,0.231,0.0391,0.0319,0.0687,0.0118,0,0.0173,0.1616,0.0591,0.0624,0,0.0142,8.62,0,0.0598,0.0802,0.1829
ZBED1,85.6593,59.0657,49.5756,131.8145,51.9895,43.8492,50.3945,64.9144,29.3303,44.8873,48.2624,36.4081,33.8458,84.9881,60.6253,57.6743,47.8115,88.4157,54.9137,21.6892,53.221,70.5436,41.9154,53.2923,55.7417,34.7614,43.1812,79.0379,58.0638,73.1165,38.7549,21.5309,19.1602,58.0588,35.4237,113.624,38.2206,14.7225,81.0977,91.8006,53.4037,60.5552,55.3827,107.198,91.2703,41.4223,91.5678,39.4512,34.8458,63.4679,91.4732,69.0326,61.5428,68.9106,29.071,46.2952,70.886,47.3718,33.7873,61.9309,35.9172,87.2683,40.1254,39.6948,59.8498,32.9294,41.6854,60.44,39.0636,61.687,74.4544,45.3321,33.2486,64.2153,64.4595,42.5518,58.6108
ZBED2,0.184,0.7242,7.2126,0.0575,0.6857,0.0958,0.5547,0.9522,14.6506,0.5011,0.4087,3.711,3.1706,1.1579,0.9134,0.5884,2.9647,1.1175,0.8956,0.023,3.8002,0.6376,5.9486,9.0232,1.2328,0.0599,15.0735,16.3058,0.89,0.4579,6.9673,0.4097,0,1.0796,0.3335,0.3142,3.6805,0.3674,0.2822,1.2564,0.1138,2.60465,0.0943,0.6596,0.978,0.5024,0.1297,1.9604,0.3265,1.35,0.771,5.4629,0.517,0.0337,0.0207,5.1707,1.1885,2.3534,0.3358,2.9952,0.1786,7.7222,1.6456,12.2424,0.6835,12.9733,0.2136,2.37,1.5549,0,1.5588,2.6876,2.7709,1.2025,0.9559,1.8456,7.6113
ZBED3,15.4049,7.7602,6.2797,9.6536,9.4888,14.579,6.984,7.7016,9.1175,7.8698,3.1709,8.0968,5.2696,5.0384,11.9608,3.6691,0.815,3.7048,1.6051,6.6074,2.8888,3.4742,3.5929,8.242,5.1922,9.0816,11.9602,8.5882,5.6168,7.4403,10.3301,10.5014,3.8654,9.8914,23.1032,14.9837,8.7265,2.9798,9.8128,12.1319,6.0597,3.60465,10.7605,7.8831,16.3938,9.578,15.4027,8.3674,11.9758,7.357,5.9476,9.9012,12.3809,3.2202,11.8064,9.6673,31.799,11.6905,4.3696,2.2962,16.1525,7.6534,7.0138,4.5245,9.2211,5.724,9.7754,16.3314,5.7015,5.4895,12.9438,9.8476,3.4563,7.2971,11.2486,9.4925,9.8365
ZBED4,17.8622,22.5337,19.2283,22.8631,20.7976,11.8311,10.6905,30.7079,16.6207,25.2673,17.1172,34.7046,10.7237,11.7916,16.0713,22.4514,12.5364,21.9825,15.1585,15.7745,25.7401,31.3088,16.4772,26.2795,27.3572,8.4424,27.324,13.2698,26.725,22.1393,28.7329,5.5139,15.0764,22.6084,26.3449,24.4913,22.3759,12.3322,13.5705,14.902,21.0727,36.28215,13.6141,37.8607,13.3107,25.1543,34.6079,31.9504,11.1389,9.6524,10.4219,28.6678,25.8496,17.7301,11.6301,13.3902,39.1272,62.111,22.1366,25.2933,19.8704,68.0145,32.5879,13.9084,15.2176,18.4431,34.3002,39.2031,63.0155,20.1543,32.9777,19.1324,8.515,18.4864,21.4729,29.4533,19.641
ZBED5,18.9391,11.698,22.8563,14.3903,14.044,22.1892,19.9719,9.5868,11.8932,6.9599,12.4819,13.2427,8.9642,6.7435,19.5238,10.5841,9.818,12.597,11.6523,12.8674,7.8219,17.4428,9.8494,12.4271,9.2181,11.3133,23.2528,13.2035,16.1263,15.0639,14.845,6.7664,6.5082,9.9218,10.8709,27.1408,9.395,5.9512,14.547,19.8302,22.9941,21.37875,7.6408,14.0106,20.5018,11.2395,15.1187,8.4778,22.4861,15.8236,12.4359,23.8361,15.6474,10.7963,31.5701,10.8762,20.0008,17.0828,17.1851,12.2098,14.8047,11.137,16.2431,39.3313,16.7829,12.3675,14.1712,16.3264,14.2716,13.4927,14.3378,8.0517,11.5383,16.988,13.1794,22.0262,17.976
ZBED6,0.419,0.0602,0.0725,0.3312,0.0116,0.1189,0.0086,0.0965,0.0543,0.1307,0.0223,0.0132,0.0305,0.0373,0.1409,0.0334,0.0271,0.036,0.0433,0.049,0.0278,0.0424,0.1658,0.0344,0.0824,0.1134,0.0748,0.1549,0.1664,0.1753,0.0384,0.0175,0.0162,0.0306,0.0956,0.3177,0.0329,0.029,0.0901,0.4729,0.6258,0.08425,0.1227,0.1609,0.2528,0.8283,0.1534,0.1633,0.12,0.0623,0.0951,0.0214,0.0655,0.1046,0.2641,0.0287,0.7101,0.1811,0.139,0.0032,0.0528,0.0716,0.3892,0.0201,0.2381,0.0205,0.3853,0.1314,0.2975,0.0856,0.2888,0.0052,0.0487,0.1212,0.2407,0.0684,0.0836
ZBED6CL,8.5414,6.8439,4.2575,5.5292,7.7657,13.3938,6.6851,11.335,14.4972,2.4584,16.3535,23.8423,2.451,8.285,9.1046,4.8221,4.968,8.329,3.9933,8.5428,9.0454,5.1138,3.8652,8.6546,13.7796,7.595,11.5359,21.3819,5.2063,12.5666,12.3069,3.9284,6.8391,7.9242,8.4939,9.7296,6.1386,3.6932,3.4285,3.9717,16.4532,9.34065,8.9037,10.968,9.0125,9.4681,19.3452,8.6267,4.8482,5.3242,2.7242,4.2954,7.5399,4.4542,13.6571,5.6906,15.652,10.4182,3.3702,7.8036,55.4452,9.5871,8.0996,16.1705,6.4211,20.5451,3.2595,6.3992,5.9076,5.4781,12.2832,54.0572,3.8012,5.2137,9.3121,5.196,11.4503
ZBED8,13.0309,8.1885,7.5356,10.4599,8.8548,17.9738,7.0222,6.6674,5.7371,5.0946,10.6517,6.9767,5.8985,2.7495,4.1184,7.5213,18.8778,6.6859,3.6693,3.8755,7.2297,10.164,8.0298,6.6341,3.4452,6.7665,13.7617,7.8533,11.4571,10.2571,6.7113,5.9807,3.2462,6.4026,4.001,15.5915,7.5262,5.8332,15.0252,5.8147,15.9113,6.52605,6.9809,13.1322,10.5404,9.3536,11.7583,4.0616,13.5088,9.085,13.107,10.3682,5.7684,23.1445,17.9987,6.2066,15.6411,11.6534,4.5568,15.326,5.832,9.6942,18.0696,4.8766,8.6632,3.1267,13.3218,8.705,8.3615,5.6609,16.7647,7.2713,7.4214,19.1262,7.9832,15.4475,17.7043
ZBED9,3.3203,2.4374,2.4655,5.7901,1.7894,3.3252,1.3217,2.9598,0.9134,2.119,0.0171,0.1872,0.1192,0.7782,0.1724,0.0447,2.7529,1.4699,0,0.3937,1.88,0.0324,2.7127,0.1952,0.1212,0.4714,3.2119,0.107,1.9708,0.0131,0.0196,0.0575,0.8551,1.2067,0.0766,0.017,2.2556,0.0277,1.6538,1.2387,1.4433,0.01865,0.0085,7.2844,2.1606,4.3695,0.0117,0.0081,0.038,0.879,0.0455,0.0436,3.7869,0.128,0.0281,0.0511,3.3005,0,1.3542,1.6744,0.0808,0.2628,2.6191,0.2153,3.9334,0.0125,4.3471,5.7966,0.3722,0.4627,1.9547,0.0713,0.0339,0.1705,2.0579,0.7024,0.9078
ZBP1,0.8921,0.5284,1.9105,0.2236,0.6955,0.3922,0.5928,1.2036,19.1904,1.5454,2.8333,4.4075,5.1402,5.3037,1.3827,1.2051,2.2035,1.0542,0.9671,0.151,2.3349,0.1143,3.9335,16.3603,2.2469,3.4689,0.3571,9.7939,2.5816,2.8136,4.2883,0.9781,0.3555,1.2382,1.3242,0.6306,2.3427,0.1839,0.9133,2.3348,0.944,2.16685,0.1803,0.4841,2.0146,0.7021,0.4428,1.1558,0.4585,2.9309,2.3754,34.0591,0.121,0.1587,0.5845,6.4533,1.4733,2.9036,0.9444,6.6327,3.2072,4.0339,3.2086,17.1686,1.3498,6.6119,0.1896,4.3231,1.0116,0.2373,4.0723,2.7164,3.0676,1.7911,1.3768,2.0197,8.8803
ZBTB1,37.0217,21.3204,24.1713,34.7061,25.0421,38.4713,12.1999,17.8211,29.6556,22.7524,17.1159,21.8589,18.8744,20.3701,31.6534,24.1844,18.7009,20.5072,14.933,14.7316,18.174,18.6882,23.0656,30.8432,15.7094,19.0171,38.9037,34.0256,54.4463,29.5933,26.8839,10.0957,8.2609,24.8112,15.4934,46.0827,11.7845,10.1025,18.5931,30.3338,33.5516,26.0011,14.1129,25.3156,38.0486,24.8937,31.5829,26.8248,31.9894,25.3916,29.584,41.6633,18.922,19.9345,39.8642,26.1837,33.8288,36.0875,19.9524,8.9465,37.9033,33.0499,32.7904,53.5977,22.3921,15.9811,22.0408,27.2978,19.8298,18.2726,28.9754,16.0993,20.0126,27.3729,26.0525,14.8915,31.8382
ZBTB10,17.7756,12.0554,29.027,24.8452,28.2565,51.8188,4.767,18.2076,3.2547,17.3934,13.0485,29.458,5.9441,6.8269,15.5169,10.6754,34.5897,12.3516,19.197,12.7352,7.6107,13.1016,18.828,12.8967,30.0248,13.124,10.7631,11.9319,65.8777,6.1946,22.1876,3.65,11.8704,11.3239,19.5826,11.5817,102.0507,19.7516,29.8177,11.6287,15.396,38.62095,2.6644,49.6558,20.9842,9.2675,11.8066,66.5529,22.4613,7.9288,11.0491,12.8924,1.4886,6.9163,137.7709,5.5562,27.9523,29.9132,20.5584,19.0291,1.142,10.2745,12.2303,8.2543,21.6728,16.5687,24.1078,43.3928,4.7705,17.2389,45.5678,27.591,10.7819,2.8725,7.9325,11.002,15.3716
ZBTB11,27.7308,14.8972,23.992,34.2561,13.2636,24.7787,6.3142,29.7636,15.7889,15.1921,13.4424,16.6894,8.1241,9.3763,16.9533,13.6455,26.1063,13.7237,8.7661,15.3732,13.4377,20.4908,10.2169,11.3125,11.9858,15.0723,26.148,17.5834,23.8081,25.4879,25.1347,4.5639,6.8187,18.8964,7.4576,29.3106,20.0231,4.3571,15.9204,20.5665,35.2235,16.99765,19.2176,14.8991,22.1491,42.655,20.2638,25.6593,21.5895,19.5618,19.4239,40.0088,21.886,26.2668,19.818,12.2495,22.0994,21.6106,14.6782,11.5677,31.6154,17.5428,23.2872,22.4354,33.53,8.7765,21.8301,28.84,20.7775,15.0708,28.5978,8.6202,9.411,14.464,11.8287,38.3485,15.6818
ZBTB12,12.6967,16.3102,20.4186,16.8147,19.3348,21.4203,10.0649,13.1028,10.3332,5.8507,11.5249,14.5336,2.9728,5.5208,7.0766,19.5103,6.205,20.2048,18.457,23.5648,11.9506,10.7872,7.1245,9.9272,7.8189,9.6414,9.0714,30.9689,16.2782,11.2263,22.6788,10.2786,14.2205,12.4197,21.9337,28.2415,20.4269,6.8375,30.0174,15.0002,46.9133,16.11295,5.8515,6.2614,11.1886,10.9327,23.6514,12.3281,8.917,8.7095,26.8422,22.8786,8.9409,8.0009,15.3466,10.965,24.4451,41.1257,15.8796,8.7219,36.5996,7.8295,9.5277,4.8583,24.6395,11.3719,9.7592,31.1156,3.645,14.626,22.3083,13.7397,8.2211,10.4492,7.7558,13.8562,16.2122
ZBTB14,18.8953,7.4964,10.1603,13.3058,12.8049,19.6454,6.2882,8.6488,8.6449,7.6216,8.8021,11.2783,6.3574,7.6627,10.3748,8.9527,11.6755,9.8423,7.4816,7.9381,6.4133,11.3695,7.2038,11.7858,7.1785,6.9574,11.2235,15.7231,11.9519,16.6103,12.1316,4.4462,4.4298,9.2977,10.061,17.1043,12.5196,6.1288,11.2034,16.5032,18.5442,15.25895,8.9035,11.218,16.6466,9.8681,9.4249,11.6796,15.6249,13.8051,12.9299,15.0009,9.4571,13.0084,19.4999,9.1365,18.0294,17.7087,9.4475,7.429,12.9631,8.3808,10.9021,21.1514,8.6331,7.3389,10.2921,14.2052,12.0863,11.6217,20.0798,12.1741,8.9356,10.2499,10.3462,11.6262,9.3919
ZBTB16,24.7372,0.3247,0.4442,1.3087,29.2325,6.0919,4.7718,5.7879,1.5079,6.1856,1.252,0.2676,0.5653,0.2171,1.6739,2.8876,0.1151,3.7965,0.0682,0.8181,0.3007,2.4304,2.2915,0.7497,0.2756,9.0926,9.4329,0.3334,0.5868,1.7119,0.1684,2.3088,0.2827,0.2091,2.4344,1.7864,0.3467,0.3588,5.3915,1.9459,3.2559,0.28505,1.3367,0.1676,7.9547,0.811,1.4581,0.2025,0.251,2.5572,1.7436,0.634,0.0618,0.2478,23.2162,2.0723,8.7515,0.0763,1.3972,0.4526,0.1869,3.0164,0.5471,1.7842,14.5667,0.1327,0.0511,4.7161,0.1039,9.5352,0.9631,6.1467,0.5821,4.4952,0.9016,0.0346,0.7481
ZBTB17,16.8338,11.0491,24.719,21.8992,17.1356,21.8174,21.9639,18.8522,13.7659,24.4555,18.3383,19.1343,19.498,16.2015,23.4524,26.5328,31.6002,25.7994,19.6267,15.0596,19.1079,28.8414,14.1849,25.2637,17.8944,16.1966,24.0092,24.5139,13.6408,20.2739,26.8429,8.1451,8.2535,19.9107,18.7419,24.083,20.2692,8.1964,12.4087,23.2342,34.3026,16.16135,10.4259,13.4323,20.0051,16.1105,13.9075,25.9633,6.5517,17.0877,19.0083,23.1559,11.8911,30.6452,24.8352,13.078,16.6577,20.6686,15.9542,12.4648,25.9609,21.8333,20.3366,28.6929,18.4303,17.9561,13.4059,18.3309,14.0892,19.1381,17.1291,17.5426,12.8001,18.5801,11.7543,14.2252,25.8766
ZBTB18,280.6006,4.8617,34.723,85.1064,63.5021,1.8816,18.8248,50.9986,48.4029,25.2603,7.5741,44.8178,2.6416,6.996,104.5097,34.7113,3.7594,16.2581,49.7783,13.8796,19.9055,349.4885,30.9883,18.5912,20.0019,33.3857,12.7841,44.3767,8.8898,3.06,38.203,24.931,7.781,2.4477,15.0657,89.1119,4.4875,68.8755,9.9184,218.7378,735.3791,32.46205,2.1387,34.5362,171.9836,40.169,533.5826,161.1199,24.1913,9.7948,119.9072,100.5211,37.2865,8.5767,36.9102,25.3701,223.455,65.283,9.6045,16.0001,17.6679,36.6485,80.7781,91.1903,95.8806,49.7839,39.5394,31.5897,45.2078,119.267,128.5858,19.9699,4.1175,96.5225,10.0677,44.2483,85.3364
ZBTB2,39.2412,23.1551,92.9582,36.6256,40.0259,126.7851,32.5243,38.1644,49.762,25.5303,76.856,65.131,21.2186,24.842,60.0965,38.3372,19.9104,39.6986,16.8655,51.3952,55.2811,61.2467,23.9502,36.9894,23.9031,25.7082,35.8566,40.5893,74.0755,56.8497,48.4757,18.6502,13.3963,29.8253,28.4833,33.849,54.9011,13.1804,45.0671,45.2164,54.8901,51.52625,24.0727,26.4332,29.4289,50.5219,51.6427,59.4033,44.2463,29.2248,48.1917,89.5914,19.8141,19.6808,76.2513,25.9788,42.287,38.9643,55.1951,24.635,84.6055,32.9244,29.26,51.8844,34.2224,36.7951,24.06,31.4946,32.1297,31.8676,76.0494,34.3299,21.5512,41.7287,26.1601,45.872,30.7178
ZBTB20,1.5552,0.4821,0.158,1.6174,0.7973,0.8147,0.699,0.4629,0.4813,0.3527,0.1544,0.4012,0.3131,0.3258,0.7334,0.2654,0.1543,0.2085,0.2666,0.384,0.0943,0.1599,0.4075,0.3963,0.2608,0.5581,0.531,0.3,0.4176,1.282,0.4495,0.2991,0.5972,0.2419,0.291,1.1865,0.4267,1.3879,0.2069,2.6517,1.1414,0.22315,0.3241,0.4905,2.449,1.9052,0.4695,1.2163,0.6695,1.2831,0.9808,0.1306,0.3099,0.7145,0.5078,0.4545,1.3737,3.3086,0.384,0.3553,0.2327,0.6812,0.7543,0.6214,1.4014,0.1328,0.3645,3.5963,0.2362,0.5876,1.2292,0.1677,0.4282,0.4707,0.8553,0.2229,0.4238
ZBTB21,13.52,6.5195,19.1604,12.0695,8.3933,6.3288,4.2721,8.9286,9.2347,21.7006,5.5778,15.9117,5.4079,8.0004,10.4584,10.7549,5.5062,9.1697,4.5164,5.4088,5.7398,4.3448,7.5535,7.7152,6.4769,12.4125,17.8246,6.8213,15.4182,8.2004,14.8708,3.4611,4.9805,11.61,12.0833,20.4741,11.9471,4.8152,8.5102,22.2508,18.6813,9.6853,6.3208,15.042,17.8116,18.0577,11.7314,19.5929,10.2603,12.3458,10.8346,20.1316,8.8568,7.4917,14.0382,7.4327,15.46,21.6936,5.4586,11.3463,7.4645,14.8078,12.1417,7.8214,15.5248,11.5139,15.7634,16.7695,31.3306,7.2816,17.5701,9.2662,9.5426,15.258,7.2489,19.5167,16.4824
ZBTB22,34.3156,27.4963,38.1765,48.4942,46.2235,59.0758,33.2057,57.243,28.9674,30.0171,58.8774,38.1497,13.8743,16.9026,19.7556,37.8095,12.3866,26.9002,34.1146,40.9385,20.5597,25.9824,24.5865,29.6438,38.4886,29.4853,23.1807,32.2575,71.9755,40.7649,40.0358,14.6066,28.6017,44.328,38.5182,42.4925,44.2724,28.086,47.5093,47.7429,95.6467,37.78385,27.7496,34.5698,52.1712,39.0618,45.223,18.6928,22.9026,25.6632,49.8639,41.753,21.1095,25.1476,53.2437,29.1042,58.6939,45.0692,19.4102,31.3066,42.5531,34.4324,25.2745,34.317,32.7963,26.6006,15.4966,49.4554,12.2818,33.7863,33.2043,30.0826,29.2794,32.0993,18.9324,35.5398,30.8607
ZBTB24,23.0611,8.1155,18.8881,23.3304,12.8659,15.5829,10.2021,18.1661,16.0797,8.1733,9.4273,10.8153,7.1107,6.2173,17.2133,7.4452,8.7093,11.1761,5.8108,11.7651,16.4282,15.5418,11.1727,12.3541,7.9893,12.2829,11.8164,53.9066,14.764,15.6556,20.835,5.1862,5.8191,9.2114,16.2734,17.5635,13.0865,2.5139,18.6628,17.6615,21.7332,15.02205,7.7702,16.9567,12.8888,18.5311,23.649,23.8968,23.6913,11.8666,15.393,20.2567,21.5905,9.596,24.8683,9.278,28.2462,16.3073,4.5675,6.3124,15.7203,16.4386,17.2203,22.4235,19.0291,11.4573,17.3982,27.3934,16.9457,10.011,20.2012,15.4025,8.6704,13.529,10.6236,15.8423,15.127
ZBTB25,6.6345,3.9438,5.4396,4.5635,3.6082,5.1519,4.238,4.1498,6.4389,2.8511,3.5654,3.6011,3.3319,2.4504,3.863,5.5467,6.262,3.4414,2.109,3.042,4.0048,3.725,3.0172,4.5978,2.5537,4.045,6.8518,4.9383,6.2573,6.2868,5.4801,2.1116,1.113,5.1316,3.0069,6.8409,3.0698,2.2703,3.5072,4.3022,4.1643,4.1612,2.5859,2.1706,5.2038,3.9401,4.441,3.987,7.3383,5.0329,5.647,5.1735,2.988,4.197,9.5635,4.8736,3.1953,4.9,2.8302,1.9632,8.4831,3.8262,7.2459,14.8771,4.3067,3.0204,3.0639,3.7096,3.3855,3.0428,6.6075,3.0535,3.595,4.1239,4.6475,3.0288,5.0498
ZBTB26,18.2721,9.2528,10.3784,10.6656,9.6868,20.1976,6.5358,6.312,10.0693,7.3005,4.3497,8.2451,3.5686,5.2547,6.5888,18.9093,10.6509,4.5079,3.4835,7.5674,4.3678,9.0371,7.6088,6.6978,8.0356,9.8752,12.4873,13.3217,11.5617,14.4597,6.6075,4.4535,3.6378,7.4729,6.4645,18.4314,15.3575,4.1048,4.2668,12.1503,31.0688,12.10615,7.848,9.3028,12.9131,14.696,15.4167,5.5495,18.8266,8.7672,10.2148,20.1659,18.7384,10.3818,9.3395,7.5155,12.7276,14.2617,11.6418,6.2569,14.4083,7.8541,9.1796,17.0161,18.5555,10.5983,10.3772,12.4819,14.277,6.8076,16.3034,13.8468,6.9188,8.9259,8.8839,20.3242,10.4298
